id,name_english,name_spanish,website,languages_spoken_english,languages_spoken_spanish,customers_served_english,customers_served_spanish,notes_english,notes_spanish,categories_english,categories_spanish,tags_english,tags_spanish
861,NA in the AM,NA en la manana,,English,ingles,,,,,substance use,uso de sustancias,93101<&&>sun<&&>substance use<&&>na in the am<&&>drugs<&&>addiction<&&>narcotics anonymous<&&>1111 garden street<&&>english<&&>santa barbara<&&>recovery<&&>alcohol,93101<&&>narcoticos anonimos<&&>sol<&&>recuperacion<&&>uso de sustancias<&&>adiccion<&&>na en la manana<&&>1111 garden street<&&>santa barbara<&&>ingles<&&>alcohol<&&>drogas
862,La Recuperacion es Posible,La Recuperacion es Posible,,Spanish,Espanol,,,,,substance use,uso de sustancias,93101<&&>sun<&&>substance use<&&>drugs<&&>addiction<&&>alcohol<&&>la recuperacion es posible<&&>narcotics anonymous<&&>1111 garden street<&&>santa barbara<&&>recovery<&&>fri<&&>spanish,93101<&&>narcoticos anonimos<&&>recuperacion<&&>espanol<&&>uso de sustancias<&&>la recuperacion es posible<&&>vie<&&>adiccion<&&>1111 garden street<&&>santa barbara<&&>dom<&&>alcohol<&&>drogas
863,Sunday Night We Do Recover,Domingo por la noche nos recuperamos,,English,ingles,,,,,substance use,uso de sustancias,93101<&&>thur<&&>sun<&&>1532 castillo street<&&>substance use<&&>drugs<&&>addiction<&&>wed<&&>narcotics anonymous<&&>sunday night we do recover<&&>santa barbara<&&>english<&&>recovery<&&>alcohol,93101<&&>domingo por la noche nos recuperamos<&&>narcoticos anonimos<&&>1532 calle castillo<&&>recuperacion<&&>uso de sustancias<&&>adiccion<&&>drogas<&&>mie<&&>dom<&&>santa barbara<&&>ingles<&&>alcohol<&&>jueves
864,The Wheels Fell Off,Las ruedas se cayeron,,English,ingles,,,,,substance use,uso de sustancias,93101<&&>thur<&&>substance use<&&>drugs<&&>addiction<&&>wed<&&>235 e. cota<&&>mon<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>the wheels fell off<&&>recovery<&&>fri<&&>alcohol<&&>tue,93101<&&>narcoticos anonimos<&&>jue<&&>recuperacion<&&>uso de sustancias<&&>vie<&&>adiccion<&&>235 e. cota<&&>mie<&&>santa barbara<&&>mar<&&>lun<&&>ingles<&&>alcohol<&&>drogas<&&>las ruedas se cayeron
865,Unloaded,Descargado,,English,ingles,,,Services and resources to all military-related students<&&>  including active/reserve and National Guard members<&&> as  well as spouses and dependents. ,Servicios y recursos para todos los estudiantes relacionados con el ejercito<&&> incluidos los miembros activos / de reserva y de la Guardia Nacional<&&> asi como los conyuges y dependientes.,substance use,uso de sustancias,227 w. haley street<&&>93103<&&>substance use<&&>drugs<&&>addiction<&&>unloaded<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>recovery<&&>alcohol<&&>tue,descargado<&&>93103<&&>227 w. haley street<&&>narcoticos anonimos<&&>recuperacion<&&>uso de sustancias<&&>adiccion<&&>santa barbara<&&>mar<&&>ingles<&&>alcohol<&&>drogas
866,Just for Tonight,Solo por esta noche,,English,ingles,Women,Mujeres,Women's NA,NA femenino,substance use<&&>women,uso de sustancias<&&>mujeres,women<&&>1515 bath street<&&>93101<&&>na<&&>substance use<&&>drugs<&&>addiction<&&>narcotics anonymous<&&>english<&&>just for tonight<&&>womens<&&>recovery<&&>santa barbara<&&>alcohol,1515 bath street<&&>93101<&&>narcoticos anonimos<&&>recuperacion<&&>na<&&>solo por esta noche<&&>uso de sustancias<&&>mujeres<&&>adiccion<&&>santa barbara<&&>ingles<&&>alcohol<&&>drogas
867,Meat & Potatoes,Carne y patatas,,English,ingles,,,,,substance use,uso de sustancias,recovery<&&>93101<&&>thur<&&>meat & potatoes<&&>substance use<&&>drugs<&&>addiction<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>235 e. cota street<&&>fri<&&>alcohol<&&>tue,93101<&&>narcoticos anonimos<&&>235 e. calle cota<&&>recuperacion<&&>carne y papas<&&>viernes<&&>uso de sustancias<&&>adiccion<&&>drogas<&&>santa barbara<&&>mar<&&>ingles<&&>alcohol<&&>jueves
868,Workforce Resource Center/Employment Development,Centro de recursos para la fuerza laboral / Desarrollo del empleo,www.workforceresource.com   www.edd.ca.gov ,English ,ingles,,,The Employment Development Department (EDD) is one of the largest state departments with employees at hundreds of service locations throughout the state. ,El Departamento de Desarrollo del Empleo (EDD) es uno de los departamentos estatales mas grandes con empleados en cientos de ubicaciones de servicio en todo el estado.,employment,empleo,hire<&&>temp<&&>business<&&>one<&&>edd<&&>employees<&&>workforce resource center/employment development<&&>time<&&>english<&&>service<&&>gig<&&>130 e ortega street<&&>locations<&&>jobs<&&>state<&&>1410 s. broadway<&&>hiring<&&>department<&&>throughout<&&>development<&&>93101<&&>departments<&&>santa maria<&&>93454<&&>trade<&&>hundreds<&&>full<&&>largest<&&>employment<&&>job<&&>santa barbara,contratacion<&&>trabajos<&&>empleados<&&>edd<&&>centro de recursos laborales / desarrollo del empleo<&&>estado<&&>concierto<&&>1410 s. Broadway<&&>departamento<&&>ingles<&&>desarrollo<&&>temporal<&&>93101<&&>empleo<&&>negocio<&&>completo<&&>servicio<&&>uno<&&>santa maria<&&>mas grande<&&>93454<&&>comercio<&&>trabajo<&&>departamentos<&&>en todo<&&>cientos<&&>ubicaciones<&&>santa barbara<&&>tiempo<&&>130 e ortega street
869,Excel Personal Services,Servicios personales de Excel, www.excelpersonnelservices.com ,English,ingles,,,Our three Central Coast staffing agency offices can help you find temporary and full-time jobs that are a terrific fit for your skills<&&> experience<&&> and interests.,Nuestras tres oficinas de la agencia de contratacion de personal de la Costa Central pueden ayudarlo a encontrar trabajos temporales y de tiempo completo que se adapten perfectamente a sus habilidades<&&> experiencia e intereses.,employment,empleo,109 n h street<&&>lompoc<&&>hire<&&>interests<&&>temp<&&>business<&&>time<&&>english<&&>staffing<&&>agency<&&>help<&&>gig<&&>coast<&&>jobs<&&>hiring<&&>fulltime<&&>terrific<&&>temporary<&&>excel personal services<&&>experience<&&>three<&&>find<&&>93436<&&>fit<&&>offices<&&>can<&&>central<&&>trade<&&>full<&&>employment<&&>skills<&&>job,contratacion<&&>trabajos<&&>concierto<&&>tiempo completo<&&>oficinas<&&>109 nh street<&&>excelente<&&>costa<&&>ayuda<&&>poder<&&>temporal<&&>ingles<&&>93436<&&>empleo<&&>negocio<&&>completo<&&>dotacion de personal<&&>buscar<&&>lompoc<&&>central<&&>tres<&&>comercio<&&>sobresalir servicios personales<&&>experiencia<&&>intereses<&&>ajuste<&&>trabajo<&&>agencia<&&>habilidades<&&>tiempo
870,Labor Ready,Listo para el trabajo,https://www.peopleready.com/,English,ingles,,,Quick and convenient access to jobs when you apply at your local branch<&&> online or through our mobile app<&&> JobStack.,Acceso rapido y conveniente a puestos de trabajo cuando presenta la solicitud en su sucursal local<&&> en linea o mediante nuestra aplicacion movil<&&> JobStack.,employment,empleo,apply<&&>mobile<&&>hire<&&>temp<&&>online<&&>business<&&>time<&&>english<&&>gig<&&>jobs<&&>hiring<&&>branch<&&>125 e de la guerra st ste a<&&>local<&&>93101<&&>santa barbara<&&>quick<&&>app<&&>jobstack<&&>trade<&&>convenient<&&>labor ready<&&>full<&&>access<&&>employment<&&>job,contratacion<&&>acceso<&&>trabajos<&&>125 e de la guerra st ste<&&>en linea<&&>concierto<&&>pila de trabajos<&&>local<&&>ingles<&&>temporal<&&>aplicacion<&&>93101<&&>empleo<&&>negocio<&&>completo<&&>solicitar<&&>sucursal<&&>trabajo listo<&&>conveniente<&&>movil<&&>comercio<&&>trabajo<&&>rapido<&&>santa barbara<&&>tiempo
871,Volt ,Voltio,https://jobs.volt.com/,English,ingles,,,Our recruiting and candidate support teams are experts in matching candidates to the right jobs and known for providing essential<&&> ongoing career consulting that fuels strong career momentum.View All Jobs,Nuestros equipos de reclutamiento y apoyo a los candidatos son expertos en hacer coincidir a los candidatos con los trabajos adecuados y son conocidos por brindar consultoria profesional continua y esencial que impulsa un fuerte impulso profesional. Ver todos los trabajos,employment,empleo,candidate<&&>career<&&>hire<&&>temp<&&>experts<&&>teams<&&>business<&&>consulting<&&>1300 santa barbara st ste a<&&>time<&&>english<&&>gig<&&>strong<&&>jobs<&&>providing<&&>support<&&>momentumview<&&>210 e. enos dr.<&&>candidates<&&>hiring<&&>known<&&>right<&&>fuels<&&>93101<&&>santa barbara<&&>matching<&&>santa maria<&&>ongoing<&&>93454<&&>trade<&&>full<&&>recruiting<&&>employment<&&>volt<&&>job<&&>essential,contratacion<&&>trabajos<&&>voltio<&&>1300 santa barbara st ste a<&&>expertos<&&>en curso<&&>carrera<&&>derecho<&&>candidatos<&&>concierto<&&>momentumview<&&>210 e. enos dr.<&&>esencial<&&>equipos<&&>ingles<&&>temporal<&&>93101<&&>empleo<&&>negocio<&&>completo<&&>fuerte<&&>santa maria<&&>proporcionando<&&>93454<&&>emparejamiento<&&>tiempo<&&>comercio<&&>reclutamiento<&&>trabajo<&&>combustibles<&&>conocido<&&>candidato<&&>santa barbara<&&>apoyo<&&>consultoria
872,Apple One ,Manzana uno,https://www.appleone.com/,English,ingles,,,We at AppleOne have one true belief. We believe in people. Since 1964<&&> we have connected the best people<&&> their talents<&&> skills<&&> career goals<&&> and aspirations with the best companies. We are Career Gurus.' We are 'People-People.' Let us introduce you!',En AppleOne tenemos una creencia verdadera. Creemos en las personas. Desde 1964<&&> hemos conectado a las mejores personas<&&> sus talentos<&&> habilidades<&&> metas profesionales y aspiraciones con las mejores empresas. Somos gurus de la carrera'. Somos 'Gente-Gente'. !Te presentamos!',employment,empleo,career<&&>introduce<&&>hire<&&>temp<&&>goals<&&>wed<&&>3700 state street ste 200<&&>one<&&>business<&&>time<&&>english<&&>gig<&&>let<&&>fri<&&>tue<&&>since<&&>jobs<&&>people<&&>connected<&&>hiring<&&>thu<&&>aspirations<&&>apple one<&&>best<&&>companies<&&>1964<&&>93105<&&>talents<&&>trade<&&>appleone<&&>gurus<&&>full<&&>believe<&&>belief<&&>peoplepeople<&&>mon<&&>employment<&&>skills<&&>us<&&>job<&&>santa barbara<&&>true,nosotros<&&>contratacion<&&>aspiraciones<&&>trabajos<&&>talentos<&&>mie<&&>mar<&&>carrera<&&>gente<&&>empresas<&&>concierto<&&>creer<&&>verdadero<&&>mejor<&&>vamos<&&>creencia<&&>ingles<&&>temporal<&&>empleo<&&>negocio<&&>gente gente<&&>completo<&&>vie<&&>uno<&&>conectado<&&>3700 state street ste 200<&&>metas<&&>1964<&&>93105<&&>lun<&&>tiempo<&&>jue<&&>comercio<&&>gurus<&&>trabajo<&&>habilidades<&&>introducir<&&>santa barbara<&&>manzana uno<&&>desde
873,Select Staffing ,Seleccionar personal, www.selectstaffing.com ,English,ingles,,,Select Staffing can provide the right job that fits your needs.,Select Staffing puede proporcionar el trabajo adecuado que se adapte a sus necesidades.,employment,empleo,hire<&&>provide<&&>temp<&&>santa maria<&&>business<&&>1019 chapala street<&&>time<&&>fits<&&>english<&&>staffing<&&>gig<&&>jobs<&&>hiring<&&>right<&&>select<&&>93101<&&>santa barbara<&&>select staffing<&&>can<&&>93454<&&>trade<&&>full<&&>employment<&&>2125 s broadway<&&>job<&&>needs,contratacion<&&>trabajos<&&>1019 chapala street<&&>seleccionar personal<&&>lata<&&>correcto<&&>concierto<&&>necesidades<&&>ingles<&&>temporal<&&>93101<&&>empleo<&&>negocio<&&>completo<&&>dotacion de personal<&&>proporcionar<&&>seleccionar<&&>santa maria<&&>ajustes<&&>93454<&&>comercio<&&>trabajo<&&>2125 s broadway<&&>santa barbara<&&>tiempo
876,Our Meeting,Nuestra reunion,,English,ingles,,,,,substance use,uso de sustancias,thur<&&>substance use<&&>drugs<&&>addiction<&&>909 la cumbre road<&&>narcotics anonymous<&&>our meeting<&&>93110<&&>english<&&>santa barbara<&&>recovery<&&>alcohol<&&>tue,recuperacion<&&>narcoticos anonimos<&&>uso de sustancias<&&>909 la cumbre road<&&>adiccion<&&>drogas<&&>93110<&&>santa barbara<&&>mar<&&>nuestra reunion<&&>ingles<&&>alcohol<&&>jueves
877,H.O.W.,COMO,,English,ingles,,,,,substance use,uso de sustancias,recovery<&&>93101<&&>thur<&&>substance use<&&>drugs<&&>addiction<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>235 e. cota street<&&>h.o.w.<&&>fri<&&>alcohol<&&>tue,93101<&&>narcoticos anonimos<&&>jue<&&>235 e. calle cota<&&>recuperacion<&&>uso de sustancias<&&>alcohol<&&>vie<&&>adiccion<&&>santa barbara<&&>mar<&&>ingles<&&>como<&&>drogas
883,Women Do Recover,Las mujeres se recuperan,,English,ingles,,,,,substance use<&&>women,uso de sustancias<&&>mujeres,women do recover<&&>thur<&&>substance use<&&>drugs<&&>addiction<&&>909 la cumbre road<&&>narcotics anonymous<&&>93110<&&>english<&&>santa barbara<&&>recovery<&&>alcohol<&&>tue,recuperacion<&&>narcoticos anonimos<&&>jue<&&>uso de sustancias<&&>909 la cumbre road<&&>adiccion<&&>las mujeres se recuperan<&&>93110<&&>santa barbara<&&>mar<&&>ingles<&&>alcohol<&&>drogas
884,Participation Meeting,Reunion de participacion,,English,ingles,,,,,substance use,uso de sustancias,thur<&&>substance use<&&>drugs<&&>participation meeting<&&>addiction<&&>909 la cumbre road<&&>narcotics anonymous<&&>93110<&&>english<&&>santa barbara<&&>recovery<&&>alcohol<&&>tue,jueves<&&>recuperacion<&&>narcoticos anonimos<&&>uso de sustancias<&&>909 la cumbre road<&&>adiccion<&&>drogas<&&>93110<&&>santa barbara<&&>mar<&&>reunion de participacion<&&>alcohol<&&>ingles
885,Hope without Dope,Esperanza sin droga,,English,ingles,,,,,substance use,uso de sustancias,leadbetter beach<&&>93101<&&>substance use<&&>drugs<&&>addiction<&&>narcotics anonymous<&&>hope without dope<&&>sat<&&>english<&&>santa barbara<&&>recovery<&&>alcohol,leadbetter beach<&&>93101<&&>narcoticos anonimos<&&>recuperacion<&&>uso de sustancias<&&>adiccion<&&>sat<&&>santa barbara<&&>esperanza sin droga<&&>ingles<&&>alcohol<&&>drogas
886,Unity Meeting,Reunion de unidad,,English,ingles,,,,,substance use,uso de sustancias,unity meeting<&&>substance use<&&>drugs<&&>93109<&&>addiction<&&>narcotics anonymous<&&>sat<&&>english<&&>santa barbara<&&>recovery<&&>alcohol<&&>125 harbor way,recuperacion<&&>narcoticos anonimos<&&>93109<&&>reunion de unidad<&&>uso de sustancias<&&>adiccion<&&>sat<&&>santa barbara<&&>125 puerto<&&>ingles<&&>alcohol<&&>drogas
887,Daytime Downtown,Centro diurno,,English,ingles,,,,,substance use,uso de sustancias,93101<&&>127 e. carrillo street<&&>substance use<&&>drugs<&&>addiction<&&>mon<&&>narcotics anonymous<&&>daytime downtown<&&>english<&&>santa barbara<&&>recovery<&&>alcohol,93101<&&>narcoticos anonimos<&&>recuperacion<&&>uso de sustancias<&&>adiccion<&&>127 e. calle carrillo<&&>santa barbara<&&>centro diurno<&&>lun<&&>ingles<&&>alcohol<&&>drogas
888,NA in the House,NA en la casa,,English,ingles,,,,,substance use,uso de sustancias,substance use<&&>drugs<&&>addiction<&&>na in the house<&&>2434 bath street<&&>mon<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>93105<&&>recovery<&&>alcohol,recuperacion<&&>narcoticos anonimos<&&>uso de sustancias<&&>adiccion<&&>2434 bath street<&&>na en la casa<&&>santa barbara<&&>93105<&&>alcohol<&&>drogas
889,I Can't But We Can,No puedo pero podemos,,English,ingles,,,,,substance use,uso de sustancias,i cant but we can<&&>93101<&&>thur<&&>substance use<&&>drugs<&&>addiction<&&>wed<&&>235 e. cota<&&>mon<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>recovery<&&>fri<&&>alcohol<&&>tue,miercoles<&&>93101<&&>narcoticos anonimos<&&>recuperacion<&&>viernes<&&>uso de sustancias<&&>lunes<&&>adiccion<&&>235 e. cota<&&>drogas<&&>santa barbara<&&>no puedo pero podemos<&&>mar<&&>ingles<&&>alcohol<&&>jueves
890,Space Cowboy,Vaquero del espacio,,English,ingles,Men,Pero,,,substance use,uso de sustancias,93101<&&>substance use<&&>drugs<&&>addiction<&&>227 e. arrellaga street<&&>wed<&&>men<&&>narcotics anonymous<&&>space cowboy<&&>english<&&>santa barbara<&&>recovery<&&>alcohol,vaquero espacial<&&>93101<&&>narcoticos anonimos<&&>recuperacion<&&>uso de sustancias<&&>adiccion<&&>mie<&&>hombres<&&>santa barbara<&&>227 e. calle arrellaga<&&>ingles<&&>alcohol<&&>drogas
891,Mother Group,Grupo Madre,,English,ingles,,,,,substance use,uso de sustancias,substance use<&&>drugs<&&>addiction<&&>21 e. constance avenue<&&>mother group<&&>wed<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>93105<&&>recovery<&&>alcohol,recuperacion<&&>narcoticos anonimos<&&>uso de sustancias<&&>adiccion<&&>21 e. Constance Avenue<&&>grupo madre<&&>mie<&&>93105<&&>santa barbara<&&>ingles<&&>alcohol<&&>drogas
892,Never Alone,Nunca solo,,English,ingles,,,,,substance use,uso de sustancias,recovery<&&>93101<&&>thur<&&>substance use<&&>drugs<&&>addiction<&&>narcotics anonymous<&&>never alone<&&>english<&&>santa barbara<&&>235 e. cota street<&&>fri<&&>alcohol<&&>tue,93101<&&>narcoticos anonimos<&&>nunca solo<&&>jue<&&>235 e. calle cota<&&>recuperacion<&&>uso de sustancias<&&>vie<&&>adiccion<&&>santa barbara<&&>mar<&&>ingles<&&>alcohol<&&>drogas
893,Young People's Candlelight Meeting,Reunion de jovenes a la luz de las velas,,English,ingles,,,,,substance use,uso de sustancias,93101<&&>305 e. anapamu street<&&>substance use<&&>drugs<&&>young peoples candlelight meeting<&&>addiction<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>recovery<&&>fri<&&>alcohol,93101<&&>narcoticos anonimos<&&>recuperacion<&&>reunion de jovenes a la luz de las velas<&&>305 e. calle anapamu<&&>uso de sustancias<&&>vie<&&>adiccion<&&>santa barbara<&&>ingles<&&>alcohol<&&>drogas
894,Sleepwalkers,Sonambulos,,English,ingles,,,,,substance use,uso de sustancias,227 w. haley street<&&>93101<&&>substance use<&&>drugs<&&>addiction<&&>sleepwalkers<&&>narcotics anonymous<&&>english<&&>santa barbara<&&>recovery<&&>fri<&&>alcohol,227 w. haley street<&&>93101<&&>narcoticos anonimos<&&>recuperacion<&&>uso de sustancias<&&>vie<&&>adiccion<&&>sonambulos<&&>santa barbara<&&>ingles<&&>alcohol<&&>drogas
895,Santa Barbara City College,Colegio de la ciudad de Santa Barbara,https://www.sbcc.edu/extendedlearning/ahs-ged.php,English,ingles,,,The Adult High School (AHS) Diploma Program is designed for adults who want to earn their high school diploma. Students meet with an advisor to create an individual learning plan<&&> and work one-on-one with faculty and in small groups with other students. Subjects include reading comprehension<&&> vocabulary and grammar<&&> spelling<&&> writing<&&> mathematics and other subjects.,El Programa de Diploma de la escuela secundaria para adultos (AHS) esta disenado para adultos que desean obtener su diploma de la escuela secundaria. Los estudiantes se reunen con un asesor para crear un plan de aprendizaje individual y trabajan individualmente con los profesores y en grupos pequenos con otros estudiantes. Las materias incluyen comprension de lectura<&&> vocabulario y gramatica<&&> ortografia<&&> escritura<&&> matematicas y otras materias.,,,groups<&&>diploma<&&>high<&&>plan<&&>subjects<&&>individual<&&>english<&&>santa barbara city college<&&>meet<&&>advisor<&&>vocabulary<&&>reading<&&>earn<&&>small<&&>work<&&>education<&&>faculty<&&>students<&&>program<&&>santa barbara<&&>learning<&&>designed<&&>adults<&&>grammar<&&>mathematics<&&>school<&&>want<&&>writing<&&>oneonone<&&>adult<&&>spelling<&&>comprehension<&&>93109<&&>include<&&>create<&&>ahs,ganar<&&>educacion<&&>colegio<&&>diploma<&&>lectura<&&>plan<&&>reunirse<&&>alto<&&>pequeno<&&>individual<&&>santa barbara city college<&&>facultad<&&>comprension<&&>asesor<&&>vocabulario<&&>sujetos<&&>programa<&&>disenado<&&>adulto<&&>querer<&&>gramatica<&&>estudiantes<&&>crear<&&>matematicas<&&>ingles<&&>grupos<&&>aprendizaje<&&>incluir<&&>uno a uno<&&>escritura<&&>93109<&&>trabajo<&&>adultos<&&>santa barbara<&&>ortografia<&&>ahs
